num,time,opt_type
         336 ,  4.9421012E-02, "Both optimizations"
         341 ,  3.7418962E-02, "Both optimizations"
         346 ,  3.4901977E-02, "Both optimizations"
         351 ,  3.8758993E-02, "Both optimizations"
         356 ,  4.0105999E-02, "Both optimizations"
         361 ,  3.8865983E-02, "Both optimizations"
         366 ,  4.4264019E-02, "Both optimizations"
         371 ,  4.1588962E-02, "Both optimizations"
         376 ,  4.7115028E-02, "Both optimizations"
         381 ,  4.9113035E-02, "Both optimizations"
         386 ,  4.9117088E-02, "Both optimizations"
         391 ,  5.5176973E-02, "Both optimizations"
         396 ,  5.3864002E-02, "Both optimizations"
         401 ,  5.5262923E-02, "Both optimizations"
         406 ,  6.3084960E-02, "Both optimizations"
         411 ,  6.1073065E-02, "Both optimizations"
         416 ,  9.4218016E-02, "Both optimizations"
         421 ,  6.8027020E-02, "Both optimizations"
         426 ,  7.3121071E-02, "Both optimizations"
         431 ,  8.2448006E-02, "Both optimizations"
         436 ,  7.9617023E-02, "Both optimizations"
         441 ,  0.1200600    , "Both optimizations"
         446 ,  0.1265820    , "Both optimizations"
         451 ,  9.3241930E-02, "Both optimizations"
         456 ,  9.2998028E-02, "Both optimizations"
         461 ,  0.1160030    , "Both optimizations"
         466 ,  0.1201100    , "Both optimizations"
         471 ,  0.1474121    , "Both optimizations"
         476 ,  0.1321239    , "Both optimizations"
         481 ,  0.1543410    , "Both optimizations"
         486 ,  0.1508200    , "Both optimizations"
         491 ,  0.1601341    , "Both optimizations"
         496 ,  0.2031150    , "Both optimizations"
         501 ,  0.1736619    , "Both optimizations"
         506 ,  0.1614940    , "Both optimizations"
         511 ,  0.1465690    , "Both optimizations"
         516 ,  0.1625919    , "Both optimizations"
         521 ,  0.1944222    , "Both optimizations"
         526 ,  0.1991882    , "Both optimizations"
         531 ,  0.2122321    , "Both optimizations"
         536 ,  0.2056499    , "Both optimizations"
         541 ,  0.2360067    , "Both optimizations"
         546 ,  0.2097449    , "Both optimizations"
         551 ,  0.2206597    , "Both optimizations"
         556 ,  0.2372198    , "Both optimizations"
         561 ,  0.2467909    , "Both optimizations"
         566 ,  0.2583017    , "Both optimizations"
         571 ,  0.2875042    , "Both optimizations"
         576 ,  0.5577650    , "Both optimizations"
         581 ,  0.3216910    , "Both optimizations"
         586 ,  0.3242812    , "Both optimizations"
         591 ,  0.3003702    , "Both optimizations"
         596 ,  0.2842703    , "Both optimizations"
         601 ,  0.2998695    , "Both optimizations"
         606 ,  0.3024101    , "Both optimizations"
         611 ,  0.3075924    , "Both optimizations"
         616 ,  0.3552179    , "Both optimizations"
         621 ,  0.3766260    , "Both optimizations"
         626 ,  0.3127289    , "Both optimizations"
         631 ,  0.3471642    , "Both optimizations"
         636 ,  0.3776999    , "Both optimizations"
         641 ,  0.3915796    , "Both optimizations"
         646 ,  0.3827477    , "Both optimizations"
         651 ,  0.4147635    , "Both optimizations"
         656 ,  0.3887529    , "Both optimizations"
         661 ,  0.4334717    , "Both optimizations"
         666 ,  0.4830217    , "Both optimizations"
         671 ,  0.4810534    , "Both optimizations"
         676 ,  0.4141579    , "Both optimizations"
         681 ,  0.4449654    , "Both optimizations"
         686 ,  0.4292774    , "Both optimizations"
         691 ,  0.4396105    , "Both optimizations"
         696 ,  0.4481802    , "Both optimizations"
         701 ,  0.4653740    , "Both optimizations"
         706 ,  0.4943752    , "Both optimizations"
         711 ,  0.4784031    , "Both optimizations"
         716 ,  0.4883976    , "Both optimizations"
         721 ,  0.4973068    , "Both optimizations"
         726 ,  0.5055504    , "Both optimizations"
         731 ,  0.5250607    , "Both optimizations"
         736 ,  0.5244160    , "Both optimizations"
         741 ,  0.5283756    , "Both optimizations"
         746 ,  0.5457993    , "Both optimizations"
         751 ,  0.5630054    , "Both optimizations"
         756 ,  0.5662231    , "Both optimizations"
         761 ,  0.5745163    , "Both optimizations"
         766 ,  0.6006413    , "Both optimizations"
         771 ,  0.6435299    , "Both optimizations"
         776 ,  0.6056423    , "Both optimizations"
         781 ,  0.6178722    , "Both optimizations"
         786 ,  0.6330185    , "Both optimizations"
         791 ,  0.6442547    , "Both optimizations"
         796 ,  0.6727810    , "Both optimizations"
         801 ,  0.6967144    , "Both optimizations"
         806 ,  0.6918755    , "Both optimizations"
         811 ,  0.7601624    , "Both optimizations"
         816 ,  0.9151020    , "Both optimizations"
         821 ,  0.8701649    , "Both optimizations"
         826 ,  0.8401108    , "Both optimizations"
         831 ,  0.9275513    , "Both optimizations"
         836 ,  0.9633255    , "Both optimizations"
         841 ,  0.9154701    , "Both optimizations"
         846 ,  0.9053268    , "Both optimizations"
         851 ,   1.118664    , "Both optimizations"
         856 ,  0.9395981    , "Both optimizations"
         861 ,   1.098118    , "Both optimizations"
         866 ,   1.102043    , "Both optimizations"
         871 ,  0.9154930    , "Both optimizations"
         876 ,  0.9738808    , "Both optimizations"
         881 ,   1.193542    , "Both optimizations"
         886 ,   1.047695    , "Both optimizations"
         891 ,   1.238316    , "Both optimizations"
         896 ,   2.498890    , "Both optimizations"
         901 ,   1.019314    , "Both optimizations"
         906 ,   1.014442    , "Both optimizations"
         911 ,   1.110859    , "Both optimizations"
         916 ,   1.063354    , "Both optimizations"
         921 ,   1.381363    , "Both optimizations"
         926 ,   1.229195    , "Both optimizations"
         931 ,   1.147823    , "Both optimizations"
         936 ,   1.136974    , "Both optimizations"
         941 ,   1.217140    , "Both optimizations"
         946 ,   1.215454    , "Both optimizations"
         951 ,   1.319889    , "Both optimizations"
         956 ,   1.513935    , "Both optimizations"
         961 ,   1.669781    , "Both optimizations"
         966 ,   1.611984    , "Both optimizations"
         971 ,   1.389381    , "Both optimizations"
         976 ,   1.404633    , "Both optimizations"
         981 ,   1.366096    , "Both optimizations"
         986 ,   1.397911    , "Both optimizations"
         991 ,   1.489594    , "Both optimizations"
         996 ,   1.535248    , "Both optimizations"
        1001 ,   1.463264    , "Both optimizations"
        1006 ,   1.567322    , "Both optimizations"
        1011 ,   1.565613    , "Both optimizations"
        1016 ,   1.555939    , "Both optimizations"
        1021 ,   1.670479    , "Both optimizations"
        1026 ,   1.651886    , "Both optimizations"
        1031 ,   1.683197    , "Both optimizations"
        1036 ,   1.709778    , "Both optimizations"
        1041 ,   1.685257    , "Both optimizations"
        1046 ,   1.710579    , "Both optimizations"
        1051 ,   1.721619    , "Both optimizations"
        1056 ,   2.571892    , "Both optimizations"
        1061 ,   1.767036    , "Both optimizations"
        1066 ,   1.751244    , "Both optimizations"
        1071 ,   2.025894    , "Both optimizations"
        1076 ,   2.032356    , "Both optimizations"
        1081 ,   2.045364    , "Both optimizations"
        1086 ,   1.922020    , "Both optimizations"
        1091 ,   1.929718    , "Both optimizations"
        1096 ,   1.928062    , "Both optimizations"
        1101 ,   1.940689    , "Both optimizations"
        1106 ,   1.993256    , "Both optimizations"
        1111 ,   2.018730    , "Both optimizations"
        1116 ,   1.961815    , "Both optimizations"
        1121 ,   2.329163    , "Both optimizations"
        1126 ,   1.993736    , "Both optimizations"
        1131 ,   2.037010    , "Both optimizations"
        1136 ,   2.075417    , "Both optimizations"
        1141 ,   2.111633    , "Both optimizations"
        1146 ,   2.086395    , "Both optimizations"
        1151 ,   2.170334    , "Both optimizations"
        1156 ,   2.120316    , "Both optimizations"
        1161 ,   2.271347    , "Both optimizations"
        1166 ,   2.311584    , "Both optimizations"
        1171 ,   2.438293    , "Both optimizations"
        1176 ,   2.255127    , "Both optimizations"
        1181 ,   2.267960    , "Both optimizations"
        1186 ,   2.644928    , "Both optimizations"
        1191 ,   2.393921    , "Both optimizations"
        1196 ,   2.366425    , "Both optimizations"
        1201 ,   2.438019    , "Both optimizations"
        1206 ,   2.400253    , "Both optimizations"
        1211 ,   2.808365    , "Both optimizations"
        1216 ,   5.154861    , "Both optimizations"
        1221 ,   2.524689    , "Both optimizations"
        1226 ,   2.515045    , "Both optimizations"
        1231 ,   2.770554    , "Both optimizations"
        1236 ,   2.633911    , "Both optimizations"
        1241 ,   2.661606    , "Both optimizations"
        1246 ,   2.757721    , "Both optimizations"
        1251 ,   3.029083    , "Both optimizations"
        1256 ,   2.771957    , "Both optimizations"
        1261 ,   3.023773    , "Both optimizations"
        1266 ,   3.165405    , "Both optimizations"
        1271 ,   2.845352    , "Both optimizations"
        1276 ,   3.177917    , "Both optimizations"
        1281 ,   3.330399    , "Both optimizations"
        1286 ,   2.973221    , "Both optimizations"
        1291 ,   3.146423    , "Both optimizations"
        1296 ,   3.140640    , "Both optimizations"
